country,team,year,events,athletes,age,height,weight,medals,prev_medals,prev_3_medals,GDP,population,GDP_per_capita
El Salvador,ESA,1984,15,15,21.9,170.6,67.1,0,0,0,3661683400,4852266.8,754.6335663
El Salvador,ESA,1988,7,7,23.7,166.3,61.3,0,0,0,4189880000,5195541.6,806.437581
El Salvador,ESA,1992,6,6,19.8,181.5,86,0,0,0,5813399300,5485439.6,1059.787314
El Salvador,ESA,1996,10,10,24.7,171.3,62.7,0,0,0,9586327800,5721960.8,1675.357126
El Salvador,ESA,2000,10,10,24.5,170.1,64.3,0,0,0,11784927700,5958482,1977.840614
El Salvador,ESA,2004,9,9,23.7,164.6,60.4,0,0,0,13724810900,6020702.8,2279.60279
El Salvador,ESA,2008,14,14,25.2,166.3,61.4,0,0,0,17986890000,6082923.6,2956.948202
El Salvador,ESA,2012,11,11,23.3,169.3,65.1,0,0,0,21386150000,6160846.8,3471.300406
El Salvador,ESA,2016,10,10,22.5,167.2,64.2,0,0,0,24191430000,6243399,3874.721125
Spain,ESP,1964,35,67,23.9,173.5,69,0,14,5,21343844644,31573187.6,676.0117133
Spain,ESP,1968,50,137,23.9,176.6,72.1,0,0,4.7,31475548481,33052807.2,952.2806426
Spain,ESP,1972,59,162,24.6,174.7,72.7,1,0,4.7,59132415221,34532426.8,1712.373578
Spain,ESP,1976,68,160,23,171.8,68.5,6,1,0.3,1.19E+11,36012046.4,3290.75995
Spain,ESP,1980,75,211,23,176.9,71.9,24,6,2.3,2.33E+11,37491666,6208.499777
Spain,ESP,1984,104,257,23.5,174.5,68.9,19,24,10.3,1.72E+11,38050955.2,4522.961358
Spain,ESP,1988,130,317,23.8,175.5,69.3,5,19,16.3,3.76E+11,38610244.4,9742.492073
Spain,ESP,1992,195,537,24.3,177.4,71.4,69,5,16,6.31E+11,39260241.4,16070.09986
Spain,ESP,1996,157,384,25.1,173.7,67.3,66,69,31,6.43E+11,40000946.2,16064.345
Spain,ESP,2000,165,431,25.6,173.9,68.2,42,66,46.7,5.98E+11,40741651,14686.76368
Spain,ESP,2004,155,423,26,173.5,68.6,30,42,59,1.07E+12,43074099.4,24819.09117
Spain,ESP,2008,147,355,26.7,175.5,70.2,70,30,46,1.63E+12,45406547.8,35938.86959
Spain,ESP,2012,135,339,26.5,176.3,70.9,63,70,47.3,1.32E+12,46516200,28479.32548
Spain,ESP,2016,146,363,27.7,176.4,71.1,45,63,54.3,1.23E+12,46617835,26460.90279
Estonia,EST,1992,35,46,24.1,182.8,80.5,3,7,5.3,0,1535914.6,0
Estonia,EST,1996,36,52,27.4,183.4,81.7,0,3,3.3,4786018988,1466395.8,3263.797529
Estonia,EST,2000,29,41,27.6,185.4,84.5,3,0,3.3,5686579748,1396877,4070.923745
Estonia,EST,2004,34,45,25.9,183.8,82.8,3,3,2,12145911801,1370740.2,8860.84161
Estonia,EST,2008,42,53,25,183.8,82,3,3,2,24341678629,1344603.4,18103.24043
Estonia,EST,2012,30,36,27.3,183,85,2,3,3,23019150071,1324783.8,17375.77865
Estonia,EST,2016,31,49,27.5,180,78,4,2,2.7,24072829277,1317614.4,18270.01077
Ethiopia,ETH,1964,11,19,24.6,170.8,60.5,1,1,0.5,0,24325912.2,0
Ethiopia,ETH,1968,13,26,26.7,173.6,60.1,2,1,0.7,0,26980801.4,0
Ethiopia,ETH,1972,20,40,26.4,174.3,60.8,2,2,1.3,0,29635690.6,0
Ethiopia,ETH,1980,26,48,25.5,173,59.1,4,2,1.7,0,34945469,0
Ethiopia,ETH,1992,11,24,21.7,167.3,56.5,3,4,2.7,10492993078,51708831.8,202.924582
Ethiopia,ETH,1996,10,19,22.9,165.4,53.3,3,3,3,8547939731,59370349.4,143.9765778
Ethiopia,ETH,2000,11,27,22.9,167.3,53.3,8,3,3.3,8242349955,67031867,122.9616647
Ethiopia,ETH,2004,12,27,22.9,166.8,52.2,7,8,4.7,10131187261,75914236.6,133.4556957
Ethiopia,ETH,2008,10,29,23.9,166.1,51.9,7,7,6,27066912635,84796606.2,319.1980652
Ethiopia,ETH,2012,14,34,23.8,170.8,54.8,7,7,7.3,43310721414,94531432.6,458.1621184
Ethiopia,ETH,2016,16,38,23.4,170,55.7,8,7,7,74296745599,105415698.2,704.7977376
Fiji,FIJ,1972,4,4,23.5,167.8,64.5,0,0,0,316656759.4,551023.6,574.6700493
Fiji,FIJ,1976,5,5,24,167,56,0,0,0,694540494.6,597802.8,1161.822083
Fiji,FIJ,1984,22,26,25.2,177.7,74.4,0,0,0,1178001041,698921.2,1685.456159
Fiji,FIJ,1988,31,41,24,176.5,70,0,0,0,1110009264,753260.4,1473.606291
Fiji,FIJ,1992,32,36,22.8,178.7,76.3,0,0,0,1532411209,790845.8,1937.686473
Fiji,FIJ,1996,14,21,23.8,177.5,78.4,0,0,0,2128696644,811677.4,2622.589521
Fiji,FIJ,2000,9,9,24.6,176.2,79.7,0,0,0,1678219508,832509,2015.857496
Fiji,FIJ,2004,9,9,26.9,177.8,79,0,0,0,2708078477,861573,3143.179367
Fiji,FIJ,2008,6,6,30.8,181,76.7,0,0,0,3523185920,890637,3955.804576
Fiji,FIJ,2012,9,9,25.1,175.6,80,0,0,0,3972028510,909981.4,4364.955712
Fiji,FIJ,2016,14,53,24.9,177.6,80.5,13,0,0,4930213788,917844.4,5371.513721
Finland,FIN,1964,64,151,25.9,176.9,71.5,5,6,24,7766655086,4502942.8,1724.795413
Finland,FIN,1968,61,126,25.1,174,70.8,4,5,12.3,8823033880,4572061.6,1929.771436
Finland,FIN,1972,75,133,26.9,177.3,74.7,10,4,5,14743186120,4641180.4,3176.602685
Finland,FIN,1976,63,108,26.5,180.3,77.1,6,10,6.3,31849513771,4710299.2,6761.675303
Finland,FIN,1980,71,125,25.8,179.4,75.1,9,6,6.7,53645202423,4779418,11224.21233
Finland,FIN,1984,76,107,26.5,178.3,73.2,12,9,8.3,52888800950,4862268.8,10877.39142
Finland,FIN,1988,66,101,27.7,177.4,74.7,4,12,9,1.09E+11,4945119.6,22053.86499
Finland,FIN,1992,85,130,25.5,178.1,73.7,7,4,8.3,1.13E+11,5024477.8,22396.95437
Finland,FIN,1996,74,105,26,177.8,73.8,4,7,7.7,1.32E+11,5100343.4,25905.90273
Finland,FIN,2000,64,88,26.2,176.6,73.6,5,4,5,1.26E+11,5176209,24346.00303
Finland,FIN,2004,53,67,27.3,179.4,78.4,2,5,5.3,1.97E+11,5251033.8,37607.64214
Finland,FIN,2008,55,70,27.3,177.7,75.4,5,2,3.7,2.86E+11,5325858.6,53646.93685
Finland,FIN,2012,61,69,27.5,175,69.3,5,5,4,2.58E+11,5409747,47745.30121
Finland,FIN,2016,55,67,26.4,176.1,70.5,1,5,4,2.41E+11,5489462.4,43860.57913
France,FRA,1964,89,214,24.8,174.8,69.7,31,12,28.3,94007851047,48609439.6,1933.942292
France,FRA,1968,107,311,24.2,173.6,68.6,27,31,25.3,1.30E+11,49885537.2,2601.655856
France,FRA,1972,132,356,24.4,175.4,70.6,22,27,23.3,2.03E+11,51161634.8,3977.472589
France,FRA,1976,128,302,24.5,174.3,68.4,20,22,26.7,3.72E+11,52437732.4,7100.211679
France,FRA,1980,85,200,23.7,175.9,68.9,29,20,23,7.01E+11,53713830,13056.00438
France,FRA,1984,139,354,24.3,176.5,69.2,67,29,23.7,5.31E+11,54793456.8,9685.171022
France,FRA,1988,167,413,24.5,176.2,68.8,29,67,38.7,1.02E+12,55873083.6,18235.07733
France,FRA,1992,196,486,25.5,176,69.5,57,29,41.7,1.40E+12,56863408.2,24646.25397
France,FRA,1996,183,453,25.3,174.5,67.2,51,57,51,1.61E+12,57764430.6,27797.03675
France,FRA,2000,196,470,26,176.2,69.5,66,51,45.7,1.37E+12,58665453,23278.43612
France,FRA,2004,193,461,26.2,176.1,69.2,53,66,58,2.12E+12,60177098.6,35223.20034
France,FRA,2008,205,448,26.4,177,69.9,77,53,56.7,2.93E+12,61688744.2,47501.37222
France,FRA,2012,188,426,26.6,177.4,70.8,82,77,65.3,2.68E+12,62990647.8,42604.26101
France,FRA,2016,202,512,27.1,177.9,72.4,96,82,70.7,2.47E+12,63943825.8,38673.94497
West Germany,FRG,1968,154,432,24.9,176.7,72.6,51,,,#N/A,39198079.5,#N/A
West Germany,FRG,1972,183,587,24.6,177.2,71.8,102,51,51,#N/A,39096503.5,#N/A
West Germany,FRG,1976,163,452,24.2,177.1,71.2,78,102,76.5,#N/A,38994927.5,#N/A
West Germany,FRG,1984,194,571,23.9,178.7,72.2,158,78,77,#N/A,39210050.1,#N/A
West Germany,FRG,1988,194,516,24.7,179.5,73.2,115,158,112.7,#N/A,39526748.7,#N/A
Federated States of Micronesia,FSM,2000,5,5,22,157.2,53,0,,,233271800,111709,2088.209544
Federated States of Micronesia,FSM,2004,5,5,22.6,164,58.4,0,0,0,240236000,110060.6,2182.761133
Federated States of Micronesia,FSM,2008,5,5,22.6,163.2,62.4,0,0,0,263145100,108412.2,2427.264644
Federated States of Micronesia,FSM,2012,6,6,27.5,165.5,64.2,0,0,0,327248700,108337.6,3020.638264
Federated States of Micronesia,FSM,2016,5,5,23.8,154.6,64,0,0,0,332265200,109990.8,3020.84538
Gabon,GAB,1972,1,1,33,169,57,0,,,430508357.7,627569.2,685.9934453
Gabon,GAB,1984,4,4,21.2,167.5,65.2,0,0,0,3561451562,842658,4226.449594
Gabon,GAB,1988,2,2,21.5,164,57,0,0,0,3834503378,936238,4095.650228
Gabon,GAB,1992,5,5,23.8,175,69,0,0,0,5592390833,1041009.4,5372.084856
Gabon,GAB,1996,6,9,27.1,171.1,65.8,0,0,0,5694040000,1156972.2,4921.501139
Gabon,GAB,2000,6,6,27.5,174,80.3,0,0,0,5080483628,1272935,3991.157151
Gabon,GAB,2004,5,5,24,169.4,69.6,0,0,0,7770219004,1448203,5365.421149
Gabon,GAB,2008,4,4,25.5,168.5,64.5,0,0,0,15571348329,1623471,9591.392965
Gabon,GAB,2012,7,21,21.9,172.8,71.6,1,0,0,17170464001,1838069.8,9341.573427
Gabon,GAB,2016,6,6,26.5,174.2,75.3,0,1,0.3,14023890264,2081328.2,6737.952363
Gambia,GAM,1984,9,16,25,170.9,65.8,0,,,#N/A,847398,#N/A
Gambia,GAM,1988,6,6,23.5,170.3,69.8,0,0,0,#N/A,976210,#N/A
Gambia,GAM,1992,5,8,23.6,171,62,0,0,0,#N/A,1120000.6,#N/A
Gambia,GAM,1996,6,12,22.8,170.9,63,0,0,0,#N/A,1278769.8,#N/A
Gambia,GAM,2000,2,2,22,165,55.5,0,0,0,#N/A,1437539,#N/A
Gambia,GAM,2004,3,3,22,181.7,65.3,0,0,0,#N/A,1637433.4,#N/A
Gambia,GAM,2008,3,3,21.3,167,77.5,0,0,0,#N/A,1837327.8,#N/A
Gambia,GAM,2012,2,2,22,156,68,0,0,0,#N/A,2063618.2,#N/A
Great Britain,GBR,1964,124,301,25,175,69.9,28,28,35,94407562407,55244468.8,1708.905244
Great Britain,GBR,1968,133,328,24.8,175.9,69.9,19,28,34,1.08E+11,55514933.6,1941.099323
Great Britain,GBR,1972,159,433,24.3,174.1,68.6,29,19,25,1.70E+11,55785398.4,3046.836715
Great Britain,GBR,1976,148,353,24.3,175.1,68.9,32,29,25.3,2.33E+11,56055863.2,4149.610526
Great Britain,GBR,1980,145,328,22.8,175.5,69.4,47,32,26.7,5.65E+11,56326328,10030.01651
Great Britain,GBR,1984,190,509,24.5,174.4,69.3,71,47,36,4.61E+11,56679973.6,8141.905698
Great Britain,GBR,1988,191,472,25.8,176.7,71,54,71,50,9.10E+11,57033619.2,15958.49979
Great Britain,GBR,1992,203,512,25.9,176.5,70.9,50,54,57.3,1.18E+12,57538362.2,20503.01668
Great Britain,GBR,1996,175,391,26.7,177.3,72.4,26,50,58.3,1.42E+12,58194202.6,24430.44043
Great Britain,GBR,2000,179,415,26.4,176.6,71.7,54,26,43.3,1.67E+12,58850043,28310.08976
Great Britain,GBR,2004,162,360,26.3,176.6,71.8,57,54,43.3,2.42E+12,60414041.4,40107.39795
Great Britain,GBR,2008,185,420,25.3,176.8,71.4,81,57,45.7,2.93E+12,61978039.8,47301.91548
Great Britain,GBR,2012,249,684,25.9,177.8,72.5,126,81,64,2.71E+12,63745769,42455.20985
Great Britain,GBR,2016,198,478,26.7,176.6,71.2,145,126,88,2.70E+12,65591386,41158.75826
Guinea Bissau,GBS,1996,3,3,26.3,175,61.3,0,,,#N/A,1127929.8,#N/A
Guinea Bissau,GBS,2000,3,3,26.3,165.5,57.5,0,0,0,#N/A,1230849,#N/A
Guinea Bissau,GBS,2004,3,3,25,165,60.3,0,0,0,#N/A,1365397.4,#N/A
Guinea Bissau,GBS,2008,3,3,23.7,168.3,69.7,0,0,0,#N/A,1499945.8,#N/A
Guinea Bissau,GBS,2012,4,4,25.8,168.5,68.2,0,0,0,#N/A,1655899.6,#N/A
Guinea Bissau,GBS,2016,5,5,27,172,76,0,0,0,#N/A,1834300.8,#N/A
East Germany,GDR,1968,124,346,24.8,174.8,69.4,52,,,#N/A,39198079.5,#N/A
East Germany,GDR,1972,161,454,23.3,175.2,69.8,151,52,52,#N/A,39096503.5,#N/A
East Germany,GDR,1976,139,407,21.9,174.1,69.5,195,151,101.5,#N/A,38994927.5,#N/A
East Germany,GDR,1980,167,495,22.7,176.7,71.4,264,195,132.7,#N/A,38893351.5,#N/A
East Germany,GDR,1988,157,402,23.1,177.3,71.8,181,264,203.3,#N/A,39526748.7,#N/A
Georgia,GEO,1996,39,42,25.4,174.7,75.3,2,,,3095047604,4715757.6,656.3203342
Georgia,GEO,2000,41,47,25.4,173.3,74.4,6,2,2,3057475335,4265172,716.8469021
Georgia,GEO,2004,38,39,25.4,174,76.9,4,6,4,5125365192,4093835.6,1251.971426
Georgia,GEO,2008,35,38,26.2,175.9,76.5,6,4,4,12795147992,3922499.2,3261.988681
Georgia,GEO,2012,35,36,25.6,177.1,78.1,7,6,5.3,16488819133,3810551.4,4327.147807
Georgia,GEO,2016,40,45,26.8,176.7,82.4,7,7,5.7,15141598623,3770088,4016.245409
Equatorial Guinea,GEQ,1984,5,5,19.2,174.2,71.6,0,,,50320914.41,#N/A,#N/A
Equatorial Guinea,GEQ,1988,7,7,22.3,170.5,68.5,0,0,0,100534656.9,#N/A,#N/A
Equatorial Guinea,GEQ,1992,8,8,21.4,176,77,0,0,0,134707184,#N/A,#N/A
Equatorial Guinea,GEQ,1996,5,8,25.2,170,67.7,0,0,0,232463022.7,#N/A,#N/A
Equatorial Guinea,GEQ,2000,4,4,21.5,164.3,56.7,0,0,0,1045998496,#N/A,#N/A
Equatorial Guinea,GEQ,2004,2,2,20.5,171.5,65.5,0,0,0,4410764339,#N/A,#N/A
Equatorial Guinea,GEQ,2008,3,3,28.7,162.5,73.3,0,0,0,19749893536,#N/A,#N/A
Equatorial Guinea,GEQ,2012,2,2,26,173,65.5,0,0,0,22388344124,#N/A,#N/A
Equatorial Guinea,GEQ,2016,1,1,27,170,63,0,0,0,11240808847,#N/A,#N/A
Germany,GER,1964,159,478,24.9,174.8,71.2,116,89,60.3,0,78599311,0
Germany,GER,1992,237,653,24.6,178.8,72.3,198,116,85.7,2.13E+12,79806492.2,26709.23056
Germany,GER,1996,234,626,26.4,179.7,74.1,124,198,134.3,2.50E+12,80679084.6,30952.75575
Germany,GER,2000,234,567,26.9,179.4,73.6,118,124,146,1.95E+12,81551677,23886.44932
Germany,GER,2004,228,592,26.9,179.8,74.7,149,118,146.7,2.81E+12,81461042.2,34548.41632
Germany,GER,2008,207,558,26.8,178.5,73.5,99,149,130.3,3.75E+12,81370407.4,46027.29813
Germany,GER,2012,213,510,26.6,178.3,73,94,99,122,3.53E+12,81624344.4,43211.86315
Germany,GER,2016,217,536,26.5,178.2,73,159,94,114,3.47E+12,82324378.4,42148.51138
Ghana,GHA,1964,18,40,24.7,174.2,66.2,1,1,1,1731296200,7059884.4,245.230106
Ghana,GHA,1968,18,36,26,173.7,67.5,0,1,1,1666909518,8261224.8,201.775107
Ghana,GHA,1972,17,41,26.5,175.4,68.9,1,0,0.7,2112293280,9462565.2,223.2262854
Ghana,GHA,1984,17,27,23,168.9,60.6,0,1,0.7,4412279843,13297940.4,331.801746
Ghana,GHA,1988,13,21,20.8,171.4,66.8,0,0,0.3,5197840973,14730634.8,352.8592653
Ghana,GHA,1992,13,41,21.5,177,69.4,20,0,0.3,6416079342,16290686,393.8495495
Ghana,GHA,1996,15,40,22,176.3,72.9,0,20,6.7,6932984636,17978094,385.6351311
Ghana,GHA,2000,13,28,23.2,171.5,67.5,0,0,6.7,4982849054,19665502,253.3802114
Ghana,GHA,2004,9,29,23.5,176.6,74.4,0,0,6.7,8881419348,22029188.8,403.1659735
Ghana,GHA,2008,9,9,23.4,174.2,64.4,0,0,0,28679383241,24392875.6,1175.727852
Ghana,GHA,2012,7,7,22.7,170.2,65,0,0,0,41271708600,26893207,1534.651803
Ghana,GHA,2016,12,15,22.9,170.1,64.1,0,0,0,56164933479,29532831.4,1901.779505
Greece,GRE,1968,27,44,26.1,175.4,75.9,1,0,1.3,10090675903,8392418,1202.35621
Greece,GRE,1972,46,66,24.4,175.5,74.7,2,1,1.3,16885511364,8697328,1941.459649
Greece,GRE,1976,34,40,26,174.6,72.4,0,2,1,31152835821,9002238,3460.565675
Greece,GRE,1980,31,45,23.7,177.3,77.5,5,0,1,56829664269,9307148,6106.023485
Greece,GRE,1984,49,73,24.2,179.2,81.8,2,5,2.3,48020024184,9705190.8,4947.870183
Greece,GRE,1988,43,72,23.5,176.7,74.9,1,2,2.3,76261277925,10103233.6,7548.204955
Greece,GRE,1992,53,76,24.9,178.1,78.9,2,1,2.7,1.16E+11,10449425.8,11122.62073
Greece,GRE,1996,94,180,22.3,172.1,68.6,8,2,1.7,1.46E+11,10743767.4,13576.42944
Greece,GRE,2000,114,175,24.4,175.5,69.8,18,8,3.7,1.30E+11,11038109,11818.87224
Greece,GRE,2004,215,499,25.6,176.6,71.6,31,18,9.3,2.41E+11,11036378.6,21833.61125
Greece,GRE,2008,105,176,26,178.8,73.8,7,31,19,3.56E+11,11034648.2,32253.76954
Greece,GRE,2012,76,115,26.5,178.9,74.3,3,7,18.7,2.42E+11,10942926.2,22117.39306
Greece,GRE,2016,65,104,25.8,180.6,74.4,7,3,13.7,1.93E+11,10747759.2,17971.00181
Grenada,GRN,1984,6,6,20.3,176.5,67.5,0,,,145533310.7,96521.6,1507.779717
Grenada,GRN,1988,7,7,24.2,166.8,62.4,0,0,0,236357523.7,98205.2,2406.771981
Grenada,GRN,1996,2,5,20,183,75,0,0,0,366911444.4,104078,3525.350645
Grenada,GRN,2000,3,3,19.3,166,68.5,0,0,0,520044370.4,107432,4840.684064
Grenada,GRN,2004,5,5,22.8,178.2,72.4,0,0,0,599118592.6,110074.8,5442.831535
Grenada,GRN,2008,8,9,24.8,176.4,65.5,0,0,0,825976037,112717.6,7327.835555
Grenada,GRN,2012,8,8,25.1,178.4,67.5,1,0,0,799881481.5,116015.4,6894.614693
Grenada,GRN,2016,4,6,22.5,173,67.8,1,1,0.3,1061640741,119916.6,8853.159121
Guatemala,GUA,1968,37,67,25.5,170.4,64.4,0,0,0,1610500000,5146296.2,312.9435107
Guatemala,GUA,1972,10,11,26.9,168.7,58,0,0,0,2101300000,5760119.8,364.8014404
Guatemala,GUA,1976,8,28,25,173.4,66.8,0,0,0,4365300204,6373943.4,684.8664838
Guatemala,GUA,1980,7,10,28.3,175.3,70.1,0,0,0,7878700008,6987767,1127.498958
Guatemala,GUA,1984,40,53,19.7,172.8,64.3,0,0,0,9470000104,7826572.2,1209.980546
Guatemala,GUA,1988,16,37,24.5,168.8,61.2,0,0,0,7841602824,8665377.4,904.9349454
Guatemala,GUA,1992,27,41,18.5,172.3,61.9,0,0,0,10440781588,9615002.8,1085.884404
Guatemala,GUA,1996,20,28,24.8,169.9,62.2,0,0,0,15674835615,10675448.4,1468.307
Guatemala,GUA,2000,14,18,25.6,171.8,66,0,0,0,19288928616,11735894,1643.584086
Guatemala,GUA,2004,17,19,26.7,171.5,65.6,0,0,0,23577298589,12858784.8,1833.555733
Guatemala,GUA,2008,12,13,27.5,174.4,67.6,0,0,0,38503718527,13981675.6,2753.87011
Guatemala,GUA,2012,21,24,23.9,171.2,67.2,1,0,0,49593926849,15126315.4,3278.652173
Guatemala,GUA,2016,19,25,24.9,169,60,0,1,0.3,66053402745,16273429.2,4058.97257
Guinea,GUI,1968,1,15,23,171.8,65.5,0,,,0,4072327,0
Guinea,GUI,1980,10,10,26.7,171.2,64.4,0,0,0,0,4972609,0
Guinea,GUI,1984,1,1,33,167,71,0,0,0,0,5525223.4,0
Guinea,GUI,1988,7,7,19,170,71.3,0,0,0,2384295815,6077837.8,392.2934263
Guinea,GUI,1992,11,11,25,174.7,61.4,0,0,0,3284620422,6750709.4,486.5592973
Guinea,GUI,1996,5,5,21,177.2,71.2,0,0,0,3868968366,7543838.2,512.8647067
Guinea,GUI,2000,6,6,23.5,174,76,0,0,0,2995361112,8336967,359.2866701
Guinea,GUI,2004,4,4,23,178.2,72,0,0,0,3635458214,9110471.4,399.041724
Guinea,GUI,2008,5,5,23.2,179.2,69.4,0,0,0,6964179188,9883975.8,704.5929016
Guinea,GUI,2012,4,4,22.5,169.5,79.8,0,0,0,7638045226,10812836,706.386856
Guinea,GUI,2016,5,5,19.8,168,69.2,0,0,0,8595955601,11941829,719.8190161
Guam,GUM,1988,22,26,23.9,175.1,71.4,0,,,0,132667.6,0
Guam,GUM,1992,27,45,23.6,178.7,70.2,0,0,0,0,142648,0
Guam,GUM,1996,9,9,24.7,180.6,77.4,0,0,0,0,151418,0
Guam,GUM,2000,7,7,27.7,173.3,69.2,0,0,0,0,160188,0
Guam,GUM,2004,4,4,25.2,179.8,74,0,0,0,3869000000,162074.8,23871.69381
Guam,GUM,2008,7,7,21.4,174.3,89.9,0,0,0,4658000000,163961.6,28409.09091
Guam,GUM,2012,8,8,23.6,176.9,86.6,0,0,0,5265000000,166134.2,31691.2472
Guam,GUM,2016,5,5,24,174.8,67.4,0,0,0,5901000000,168228.6,35077.26986
Guyana,GUY,1968,6,6,22.8,174.2,67.5,0,0,0,229749999.9,690678,332.6441553
Guyana,GUY,1972,4,4,22.8,169,66,0,0,0,285380952.4,719844,396.448331
Guyana,GUY,1980,10,10,24.1,178.5,63.8,1,0,0,603200000,778176,775.1459824
Guyana,GUY,1984,12,12,24.4,173.2,64.8,0,1,0.3,437631605.3,765752,571.5056641
Guyana,GUY,1988,8,8,25,171.2,64.2,0,0,0.3,413799990,753328,549.2959109
Guyana,GUY,1992,7,7,24.9,172.1,65,0,0,0.3,373573141.5,749503,498.4278135
Guyana,GUY,1996,6,9,22.8,189.6,65.9,0,0,0,705406001.4,754277,935.2081548
Guyana,GUY,2000,4,4,23.8,179.5,73,0,0,0,712667896.7,759051,938.8932979
Guyana,GUY,2004,4,4,24.8,172.8,69.5,0,0,0,787814379.2,754603.4,1044.011171
Guyana,GUY,2008,4,4,25,169,60.7,0,0,0,3025187428,750155.8,4032.745502
Guyana,GUY,2012,6,6,23.3,172.4,66,0,0,0,4063088529,750771.6,5411.883626
Guyana,GUY,2016,7,7,21.7,163.4,63.3,0,0,0,4482697337,763465.2,5871.514952
Haiti,HAI,1972,7,7,21.6,172.4,67.6,0,0,2,371998971.9,4873984.8,76.32337546
Haiti,HAI,1976,14,14,24.7,170.1,65.4,0,0,0.3,879000000.2,5260330.4,167.09977
Haiti,HAI,1984,2,3,26,175,65,0,0,0,1816200000,6158138,294.9268107
Haiti,HAI,1988,5,5,26.8,179,84.8,0,0,0,2613926800,6669600,391.9165767
Haiti,HAI,1992,8,8,28.1,178.3,78.3,0,0,0,2257129874,7212309.8,312.9552025
Haiti,HAI,1996,7,7,24.1,182.3,84,0,0,0,2907517543,7786267.4,373.4160919
Haiti,HAI,2000,5,5,23.8,169.8,67.2,0,0,0,6813565983,8360225,814.9979197
Haiti,HAI,2004,8,8,25.9,178.8,80.6,0,0,0,6087360735,8953287,679.9023348
Haiti,HAI,2008,7,7,27,174,77.6,0,0,0,10432962725,9546349,1092.87464
Haiti,HAI,2012,5,5,24.8,175.8,72,0,0,0,13708925403,10131230.8,1353.135238
Haiti,HAI,2016,10,10,25.2,174.7,66.2,0,0,0,14069277532,10712365.8,1313.367915
Hong Kong,HKG,1964,24,50,27.9,172.7,66.3,0,0,0,2206466461,3340988.8,660.423184
Hong Kong,HKG,1968,12,25,25.5,173.9,73.3,0,0,0,2716964388,3750377.6,724.4508894
Hong Kong,HKG,1972,13,18,25.3,176.8,68.7,0,0,0,5710090551,4159766.4,1372.695003
Hong Kong,HKG,1976,27,50,26.3,173.1,61.6,0,0,0,12876366009,4569155.2,2818.106509
Hong Kong,HKG,1984,47,87,23.7,171.8,62.7,0,0,0,33511383986,5322556,6296.107356
Hong Kong,HKG,1988,49,91,23.5,173.4,64.4,0,0,0,59707404561,5666568,10536.78427
Hong Kong,HKG,1992,39,66,22.5,177.9,69.4,0,0,0,1.04E+11,6017098.2,17329.4496
Hong Kong,HKG,1996,25,32,27.2,175.4,68.9,1,0,0,1.60E+11,6374146.6,25057.15824
Hong Kong,HKG,2000,34,46,21.9,171.3,64.1,0,1,0.3,1.72E+11,6731195,25503.49529
Hong Kong,HKG,2004,29,42,23.3,169,62.2,2,0,0.3,1.69E+11,6891692.2,24536.78938
Hong Kong,HKG,2008,33,47,25.7,170.1,62,0,2,1,2.19E+11,7052189.4,31093.74799
Hong Kong,HKG,2012,44,55,24.7,168.7,62.9,1,0,0.7,2.63E+11,7239398,36277.74022
Hong Kong,HKG,2016,32,47,25.1,170.9,64,0,1,1,3.21E+11,7420062,43242.22628
Honduras,HON,1968,4,6,20.2,170.3,63.8,0,,,646799999.7,2583705.6,250.3381189
Honduras,HON,1976,2,3,22,167.3,57.7,0,0,0,1347999950,3379895.2,398.8289193
Honduras,HON,1984,20,26,23.3,166.7,58.7,0,0,0,4915311847,4288087.6,1146.271323
Honduras,HON,1988,15,18,19.1,171,60.2,0,0,0,5902717091,4798185.2,1230.197845
Honduras,HON,1992,25,27,21.4,173.8,62.2,0,0,0,4943700431,5373932.2,919.9409756
Honduras,HON,1996,7,7,24.3,165,50.7,0,0,0,5215028986,6015328.6,866.9566258
Honduras,HON,2000,4,20,22.4,175.5,68.9,0,0,0,7186638029,6656725,1079.605666
Honduras,HON,2004,5,5,22.8,171.8,69,0,0,0,8869299234,7374408.2,1202.713356
Honduras,HON,2008,8,26,22.8,176.8,75.3,0,0,0,13881731631,8092091.4,1715.468962
Honduras,HON,2012,10,25,22.3,169.5,70.7,0,0,0,18528554861,8788361.8,2108.30588
Honduras,HON,2016,8,23,23.5,178.9,78.2,0,0,0,21717604581,9459956.6,2295.740403
Hungary,HUN,1964,111,319,24.5,173.8,70.4,56,66,77.3,0,10085378.2,0
Hungary,HUN,1968,116,303,24.4,173.9,69.4,81,56,62,0,10238703.4,0
Hungary,HUN,1972,134,367,24.4,174.9,70.7,81,81,67.7,0,10392028.6,0
Hungary,HUN,1976,109,288,23.7,172.8,67.5,55,81,72.7,0,10545353.8,0
Hungary,HUN,1980,151,392,24,174.3,69,61,55,72.3,0,10698679,0
Hungary,HUN,1988,135,315,23.7,176.4,72,44,61,65.7,0,10440527,0
Hungary,HUN,1992,156,351,24.1,175.5,71.8,45,44,53.3,38730585922,10341202.2,3745.269184
Hungary,HUN,1996,145,315,24.4,175.3,70.9,43,45,50,46658765340,10271628.6,4542.489527
Hungary,HUN,2000,137,238,25.6,179.1,75.7,53,43,44,47218411470,10202055,4628.323555
Hungary,HUN,2004,138,258,26,179.7,76.7,40,53,47,1.04E+11,10115963,10292.74227
